MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GL116_DN_concoct_233	GL116_DN_concoct_233_632	3758	No terminal repeats	NA	6	11	0.9434	NA	2	2.81	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_127	GL116_DN_metabat_127_169	3579	No terminal repeats	NA	7	11	0.9371	NA	4	7.8311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_24	GL116_DN_metabat_24_16	36392	No terminal repeats	NA	32	11	0.8989	NA	2	6.8645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_24	GL116_DN_metabat_24_13	12981	No terminal repeats	NA	12	11	0.8026	NA	1	2.9489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_50_sub	GL116_DN_metabat_50_sub_478	2699	No terminal repeats	NA	3	11	0.9688	NA	1	3.3155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_50_sub	GL116_DN_metabat_50_sub_435	2829	No terminal repeats	NA	3	11	0.9465	NA	2	2.493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_50_sub	GL116_DN_metabat_50_sub_444	2791	No terminal repeats	NA	5	11	0.9204	NA	2	4.0437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabat_50_sub	GL116_DN_metabat_50_sub_437	2816	No terminal repeats	NA	5	11	0.9145	NA	3	8.1041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_2	GL116_DN_metabinner_2_146|provirus_4631_39670	35040	Provirus	4631-39670	57	11	0.9746	NA	11	68.0259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_2	GL116_DN_metabinner_2_88|provirus_2_15363	15362	Provirus	2-15363	16	11	0.9346	NA	1	15.459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_2	GL116_DN_metabinner_2_74	14159	No terminal repeats	NA	14	11	0.8631	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_193	3116	No terminal repeats	NA	7	15	0.9807	NA	1	6.8567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_116	45124	No terminal repeats	NA	72	11	0.9806	NA	1	60.7891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_122	43687	DTR	NA	47	11	0.9802	NA	9	45.117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_29	19776	No terminal repeats	NA	24	11	0.978	NA	2	9.3268	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_173	9933	No terminal repeats	NA	17	11	0.9759	NA	2	10.1161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_162	3859	No terminal repeats	NA	3	11	0.9722	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_137	4443	No terminal repeats	NA	9	11	0.9642	NA	1	9.2586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_37_sub	GL116_DN_metabinner_37_sub_144	38957	DTR	NA	42	11	0.8464	NA	3	4.6125	Viruses
GL116_DN_metabinner_41	GL116_DN_metabinner_41_518	8730	No terminal repeats	NA	12	11	0.9813	NA	2	17.8432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_41	GL116_DN_metabinner_41_217	5516	No terminal repeats	NA	10	11	0.9799	NA	3	11.81	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_41	GL116_DN_metabinner_41_349	11621	No terminal repeats	NA	15	11	0.9783	NA	1	14.9781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_41	GL116_DN_metabinner_41_314	4346	No terminal repeats	NA	7	11	0.8623	NA	1	3.7961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_44	GL116_DN_metabinner_44_84	35701	DTR	NA	46	11	0.9785	NA	3	25.8792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_DN_metabinner_6	GL116_DN_metabinner_6_64	2069	No terminal repeats	NA	2	11	0.9451	NA	1	3.4308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_270	4185	No terminal repeats	NA	7	11	0.9774	NA	2	8.5799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_350	4013	No terminal repeats	NA	7	11	0.967	NA	1	3.0262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_136	2062	No terminal repeats	NA	3	11	0.9613	NA	1	3.4308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_1118	2469	No terminal repeats	NA	4	11	0.9488	NA	1	6.8539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_797	3167	No terminal repeats	NA	6	11	0.9327	NA	1	1.574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_288	1893	No terminal repeats	NA	3	11	0.92	NA	1	3.1338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_1168	5159	No terminal repeats	NA	4	11	0.9124	NA	2	3.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_182	GL116_UP_concoct_182_286	4145	No terminal repeats	NA	7	11	0.8446	NA	2	3.4359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_28	GL116_UP_concoct_28_689	2643	No terminal repeats	NA	6	11	0.8678	NA	2	4.4752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL116_UP_concoct_39	GL116_UP_concoct_39_2886	2900	No terminal repeats	NA	2	11	0.9435	NA	1	1.7183	Unclassified
GL117_DN_concoct_115	GL117_DN_concoct_115_67	5182	No terminal repeats	NA	7	11	0.8152	NA	1	1.612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_DN_concoct_150	GL117_DN_concoct_150_292	7336	No terminal repeats	NA	13	11	0.8135	NA	5	12.5346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_DN_concoct_4	GL117_DN_concoct_4_306	10073	No terminal repeats	NA	17	11	0.9758	NA	1	9.7873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_DN_concoct_4	GL117_DN_concoct_4_254	1895	No terminal repeats	NA	5	11	0.9688	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_DN_concoct_61	GL117_DN_concoct_61_302	1742	No terminal repeats	NA	1	11	0.9126	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_DN_concoct_61	GL117_DN_concoct_61_418	8562	No terminal repeats	NA	15	11	0.9028	NA	1	2.8758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_DN_concoct_61	GL117_DN_concoct_61_376	22353	No terminal repeats	NA	30	11	0.9009	NA	6	17.0185	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_concoct_203	GL117_UP_concoct_203_19	8518	No terminal repeats	NA	16	11	0.9519	NA	1	10.6418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_concoct_203	GL117_UP_concoct_203_152	5830	No terminal repeats	NA	7	11	0.9325	NA	1	5.6482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_concoct_203	GL117_UP_concoct_203_237	15817	No terminal repeats	NA	18	11	0.9149	NA	1	11.7623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_1393	3484	No terminal repeats	NA	6	11	0.9249	NA	1	5.8229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_17	2919	No terminal repeats	NA	3	11	0.919	NA	1	3.3493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_1091	1606	No terminal repeats	NA	1	11	0.9008	NA	1	1.7169	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_489	2036	No terminal repeats	NA	2	11	0.8867	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_28	2882	No terminal repeats	NA	2	11	0.8793	NA	1	3.3924	Viruses
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_613	1926	No terminal repeats	NA	1	11	0.8742	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_concoct_262_sub	GL117_UP_concoct_262_sub_602	1936	No terminal repeats	NA	4	11	0.8266	NA	1	2.9511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabat_119	GL117_UP_metabat_119_246	14264	No terminal repeats	NA	16	11	0.9747	NA	4	10.2875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabat_70	GL117_UP_metabat_70_257|provirus_20071_37670	17600	Provirus	20071-37670	17	11	0.9112	NA	5	11.7904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabinner_13	GL117_UP_metabinner_13_35	23821	No terminal repeats	NA	29	11	0.9779	NA	2	19.3822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabinner_13	GL117_UP_metabinner_13_151	2987	No terminal repeats	NA	7	11	0.948	NA	1	2.2526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabinner_13	GL117_UP_metabinner_13_7	2903	No terminal repeats	NA	2	11	0.8254	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
GL117_UP_metabinner_71	GL117_UP_metabinner_71_142	48418	No terminal repeats	NA	68	11	0.9795	NA	12	55.4809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabinner_71	GL117_UP_metabinner_71_108	2097	DTR	NA	2	11	0.9741	NA	2	3.1956	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes
GL117_UP_metabinner_71	GL117_UP_metabinner_71_208	3255	No terminal repeats	NA	5	11	0.973	NA	2	2.8801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL117_UP_metabinner_71	GL117_UP_metabinner_71_33	2610	No terminal repeats	NA	4	11	0.8952	NA	1	1.7151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_concoct_128_sub	GL119_DN_concoct_128_sub_1217	3438	No terminal repeats	NA	6	11	0.947	NA	1	2.6055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_concoct_136	GL119_DN_concoct_136_232	4222	No terminal repeats	NA	5	11	0.9572	NA	1	5.047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_concoct_18	GL119_DN_concoct_18_862	2735	No terminal repeats	NA	3	11	0.9133	NA	2	4.712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_concoct_185	GL119_DN_concoct_185_290	3669	No terminal repeats	NA	5	11	0.9331	NA	2	4.4282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_concoct_221_sub	GL119_DN_concoct_221_sub_1489	6487	No terminal repeats	NA	8	11	0.9628	NA	2	5.6366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_concoct_221_sub	GL119_DN_concoct_221_sub_1064	9145	No terminal repeats	NA	18	11	0.8774	NA	2	4.4245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_10	GL119_DN_metabinner_10_12	16491	No terminal repeats	NA	34	11	0.9592	NA	1	17.594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_10	GL119_DN_metabinner_10_342	3236	No terminal repeats	NA	5	11	0.9476	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_156	4603	No terminal repeats	NA	7	11	0.9811	NA	2	6.77	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_127	5129	No terminal repeats	NA	6	11	0.9809	NA	1	6.6353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_142	12504	No terminal repeats	NA	12	11	0.9799	NA	3	10.9867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_230	23994	No terminal repeats	NA	30	11	0.9798	NA	2	22.0581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_282	2957	No terminal repeats	NA	3	11	0.9786	NA	1	4.8769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_64	5673	No terminal repeats	NA	9	11	0.9785	NA	1	8.0789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_143	35481	No terminal repeats	NA	56	11	0.9785	NA	5	32.7342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_320	2703	No terminal repeats	NA	4	11	0.9779	NA	2	6.2778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_181	4173	No terminal repeats	NA	4	11	0.9778	NA	1	5.7084	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_184	4101	No terminal repeats	NA	8	11	0.977	NA	1	4.4546	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_220	9261	No terminal repeats	NA	7	11	0.977	NA	2	5.1459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_272	7591	No terminal repeats	NA	15	11	0.9748	NA	2	8.2313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_4	16742	No terminal repeats	NA	19	11	0.974	NA	5	16.1323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_130	2026	No terminal repeats	NA	2	11	0.9737	NA	1	2.9914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_200	9889	No terminal repeats	NA	13	11	0.9725	NA	2	12.2126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_139	2001	No terminal repeats	NA	2	11	0.9709	NA	1	3.2032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_174	4214	No terminal repeats	NA	3	11	0.9676	NA	1	3.2235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_192	4006	No terminal repeats	NA	5	11	0.9668	NA	1	3.4366	Unclassified
GL119_DN_metabinner_42	GL119_DN_metabinner_42_120	5175	No terminal repeats	NA	9	11	0.9641	NA	1	3.4303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_270	3072	No terminal repeats	NA	5	11	0.9629	NA	1	2.9879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_40	2358	No terminal repeats	NA	6	11	0.9621	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_151	4677	No terminal repeats	NA	10	11	0.9583	NA	1	2.7591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_55	2292	No terminal repeats	NA	4	11	0.9511	NA	1	2.5694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_329	2669	No terminal repeats	NA	3	11	0.9489	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_157	4595	No terminal repeats	NA	6	11	0.9405	NA	1	1.6573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_317	2723	No terminal repeats	NA	4	11	0.9365	NA	1	1.5004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_193	4005	No terminal repeats	NA	4	11	0.9099	NA	1	1.5319	Unclassified
GL119_DN_metabinner_42	GL119_DN_metabinner_42_10	2516	No terminal repeats	NA	5	11	0.9095	NA	1	2.3126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_57	2289	No terminal repeats	NA	3	11	0.9027	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_305	2781	No terminal repeats	NA	3	11	0.8909	NA	1	2.7205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_225	3575	No terminal repeats	NA	3	15	0.8864	NA	1	1.6609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_DN_metabinner_42	GL119_DN_metabinner_42_98	2128	No terminal repeats	NA	3	11	0.8654	NA	1	1.7028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_UP_concoct_148	GL119_UP_concoct_148_677	1703	No terminal repeats	NA	2	11	0.8158	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_UP_concoct_148	GL119_UP_concoct_148_304	2018	No terminal repeats	NA	4	11	0.8022	NA	2	2.9836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL119_UP_metabinner_5	GL119_UP_metabinner_5_299	3453	No terminal repeats	NA	8	11	0.9402	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales
GL12_Down_metabinner_1	GL12_Down_metabinner_1_30	3002	No terminal repeats	NA	4	11	0.9781	NA	3	5.1115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL12_Down_metabinner_1	GL12_Down_metabinner_1_68	4921	No terminal repeats	NA	7	11	0.9545	NA	2	6.1145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL12_Up_metabinner_6	GL12_Up_metabinner_6_179	8644	No terminal repeats	NA	18	11	0.9673	NA	5	13.7161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL12_Up_metabinner_6	GL12_Up_metabinner_6_136	2380	No terminal repeats	NA	3	11	0.9596	NA	1	2.9203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL12_Up_metabinner_6	GL12_Up_metabinner_6_214	9676	No terminal repeats	NA	10	11	0.917	NA	2	4.5822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL121_DN_concoct_22	GL121_DN_concoct_22_779	32095	No terminal repeats	NA	49	11	0.8457	NA	1	8.315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabat_127_sub	GL122_DN_metabat_127_sub_147|provirus_2_9312	9311	Provirus	févr.12	10	11	0.9372	NA	3	10.428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabat_140_sub	GL122_DN_metabat_140_sub_495	2947	No terminal repeats	NA	5	11	0.9753	NA	1	5.2697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabat_140_sub	GL122_DN_metabat_140_sub_491	2956	No terminal repeats	NA	3	11	0.9665	NA	1	3.8143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabinner_12_sub	GL122_DN_metabinner_12_sub_540	10619	No terminal repeats	NA	11	11	0.976	NA	2	7.3272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabinner_12_sub	GL122_DN_metabinner_12_sub_374	163558	No terminal repeats	NA	195	11	0.9479	NA	6	51.5443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabinner_12_sub	GL122_DN_metabinner_12_sub_536	3696	No terminal repeats	NA	4	11	0.9141	NA	2	4.5682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_DN_metabinner_19_sub	GL122_DN_metabinner_19_sub_119	2256	No terminal repeats	NA	5	11	0.8915	NA	1	1.6307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_110	1654	No terminal repeats	NA	3	11	0.9803	NA	1	4.512	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_98	5044	No terminal repeats	NA	11	11	0.9789	NA	1	6.0508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_155	3662	No terminal repeats	NA	10	11	0.9771	NA	1	7.3925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_130	4635	No terminal repeats	NA	7	11	0.972	NA	1	6.5944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_70	16461	No terminal repeats	NA	19	11	0.9697	NA	1	14.5332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_29	6088	No terminal repeats	NA	6	11	0.9672	NA	1	4.1854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_62	1881	No terminal repeats	NA	3	11	0.9579	NA	1	2.982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_208	7948	No terminal repeats	NA	13	11	0.949	NA	1	2.7239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_concoct_153_sub	GL122_UP_concoct_153_sub_104	1684	No terminal repeats	NA	4	11	0.9286	NA	1	1.7183	Unclassified
GL122_UP_concoct_49	GL122_UP_concoct_49_180	4726	No terminal repeats	NA	11	11	0.9746	NA	4	11.5643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabat_80	GL122_UP_metabat_80_213	9618	No terminal repeats	NA	13	11	0.9631	NA	3	6.2993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabat_80	GL122_UP_metabat_80_153	11678	No terminal repeats	NA	15	11	0.9604	NA	3	6.8496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabat_80	GL122_UP_metabat_80_142	37150	No terminal repeats	NA	32	11	0.8576	NA	3	14.5094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_34_sub	GL122_UP_metabinner_34_sub_531	9786	No terminal repeats	NA	18	11	0.9809	NA	6	22.5513	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_34_sub	GL122_UP_metabinner_34_sub_212	5124	No terminal repeats	NA	5	11	0.9785	NA	1	5.4217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_34_sub	GL122_UP_metabinner_34_sub_392	11924	No terminal repeats	NA	12	11	0.9645	NA	1	7.7928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_34_sub	GL122_UP_metabinner_34_sub_119	5919	No terminal repeats	NA	15	11	0.9638	NA	1	9.8004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_34_sub	GL122_UP_metabinner_34_sub_234	4908	No terminal repeats	NA	13	11	0.9427	NA	1	2.5543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_34_sub	GL122_UP_metabinner_34_sub_414	3806	No terminal repeats	NA	3	11	0.8843	NA	1	2.4705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
